trans_id,trans_date_trans_time,merchant,category,amt,first,last,gender,city,state,job,is_fraud,merch_lat,merch_long
TXN100129,2024-01-22 17:22:32,Nature Basket,grocery_pos,1479.97,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0547,72.8937
TXN100130,2024-01-25 10:27:11,Zomato,food_dining,507.92,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5710,88.3673
TXN100080,2024-01-26 04:23:21,Airtel Broadband,home_utilities,1812.73,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0546,72.9138
TXN100318,2024-01-26 07:44:11,Flipkart,shopping_net,9018.77,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,1,19.0910,72.8853
TXN100588,2024-01-26 19:12:05,IndiGo Airlines,travel,8397.39,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0438,72.8585
TXN100550,2024-01-27 04:55:00,Tata Power,home_utilities,4547.27,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0752,72.8762
TXN100153,2024-01-27 08:31:11,Jio Fiber,home_utilities,4267.29,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1064,72.8673
TXN100062,2024-01-28 01:49:30,Tata Power,home_utilities,2232.36,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0560,72.9053
TXN100390,2024-01-28 19:47:32,Dominos Pizza,food_dining,2240.72,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0795,72.8560
TXN100458,2024-01-28 21:54:16,McDonalds India,food_dining,234.96,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1125,72.8581
TXN100217,2024-01-28 22:42:18,Tata Power,home_utilities,3397.43,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0415,72.8451
TXN100014,2024-01-28 23:29:52,Urban Company Home Care,home_utilities,2891.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0585,72.8520
TXN100300,2024-01-29 09:38:47,Airtel Broadband,home_utilities,4723.43,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1007,72.8452
TXN100356,2024-01-29 14:49:37,Cafe Coffee Day,food_dining,637.87,Aarav,Sharma,M,Chennai,Tamil Nadu,Software Engineer,0,13.1215,80.2361
TXN100097,2024-01-30 03:32:50,Spotify India,entertainment,602.83,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0783,72.8533
TXN100459,2024-01-30 06:10:12,Jio Fiber,home_utilities,2325.96,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0789,72.8685
TXN100307,2024-01-30 13:17:07,Reliance Fresh,grocery_pos,4437.76,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0976,72.8475
TXN100542,2024-01-30 15:11:46,1mg Healthcare,health_fitness,4256.97,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0789,72.9030
TXN100589,2024-01-30 17:55:49,Spotify India,entertainment,1018.46,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0771,72.8592
TXN100494,2024-01-31 01:07:55,Netflix India,entertainment,1635.43,Aarav,Sharma,M,Delhi,Delhi,Software Engineer,0,28.7239,77.1063
TXN100134,2024-02-02 16:51:10,BSES Yamuna,home_utilities,3089.19,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1035,72.8762
TXN100336,2024-02-02 19:23:53,RedBus,travel,6474.07,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1026,72.8495
TXN100252,2024-02-03 06:09:09,Reliance Fresh,grocery_pos,3611.96,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5609,88.3667
TXN100372,2024-02-04 07:46:58,Blinkit,grocery_pos,1846.28,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0598,72.8633
TXN100305,2024-02-04 13:02:06,Disney+ Hotstar,entertainment,955.49,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0995,72.8555
TXN100061,2024-02-05 02:11:40,Cult.fit,health_fitness,2481.37,Aarav,Sharma,M,Delhi,Delhi,Software Engineer,0,28.6709,77.1377
TXN100008,2024-02-05 21:44:30,Zomato,food_dining,2396.55,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0970,72.9094
TXN100609,2024-02-06 17:39:25,Reliance Fresh,grocery_pos,819.52,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0955,72.8521
TXN100552,2024-02-07 06:11:06,PVR Cinemas,entertainment,898.57,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0938,72.8568
TXN100187,2024-02-08 15:13:37,Ajio,shopping_net,13789.56,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0406,72.9028
TXN100514,2024-02-08 23:11:00,BSES Yamuna,home_utilities,2409.21,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0957,72.8445
TXN100116,2024-02-09 21:00:23,1mg Healthcare,health_fitness,777.84,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0774,72.8622
TXN100176,2024-02-10 12:06:57,Reliance Fresh,grocery_pos,1909.94,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1148,72.8896
TXN100237,2024-02-10 21:43:54,Amazon India,shopping_net,13074.60,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0680,72.9071
TXN100296,2024-02-11 00:53:23,Myntra,shopping_net,3495.15,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1020,72.8898
TXN100112,2024-02-11 10:24:32,IndiGo Airlines,travel,8368.64,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1042,72.9076
TXN100152,2024-02-11 18:38:47,Fastag Toll,travel,3161.58,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.4037,78.5093
TXN100534,2024-02-12 16:58:20,Ola Cabs,travel,4816.07,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0904,72.8932
TXN100095,2024-02-13 18:15:43,Myntra,shopping_net,9945.74,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,1,19.0624,72.8471
TXN100495,2024-02-14 00:54:29,Starbucks Coffee,food_dining,1882.80,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0867,72.8744
TXN100399,2024-02-14 15:02:59,Urban Company Home Care,home_utilities,2864.03,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0471,72.9136
TXN100513,2024-02-14 15:36:32,Reliance Fresh,grocery_pos,3992.81,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0731,72.8661
TXN100234,2024-02-15 21:01:04,IRCTC Express,travel,5163.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0819,72.9118
TXN100208,2024-02-16 04:00:35,BookMyShow,entertainment,1128.24,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1041,72.8785
TXN100314,2024-02-16 05:22:12,Uber India,travel,3478.28,Aarav,Sharma,M,Pune,Maharashtra,Software Engineer,0,18.5330,73.8903
TXN100340,2024-02-16 09:52:48,PVR Cinemas,entertainment,475.14,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0640,72.8650
TXN100539,2024-02-16 15:45:32,Nykaa,shopping_net,1132.95,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0906,72.8493
TXN100185,2024-02-16 18:19:11,BookMyShow,entertainment,1283.84,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0996,72.8892
TXN100639,2024-02-16 22:11:40,RedBus,travel,379.16,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0481,72.8833
TXN100605,2024-02-17 03:47:26,BSES Yamuna,home_utilities,1137.20,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0518,72.8626
TXN100170,2024-02-17 06:36:57,Netflix India,entertainment,688.42,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1153,72.8888
TXN100045,2024-02-18 03:40:48,Apollo Pharmacy,health_fitness,5783.98,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0534,72.9028
TXN100048,2024-02-19 05:25:00,BigBasket,grocery_pos,1558.95,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0874,72.8758
TXN100381,2024-02-19 11:14:13,Dr Lal PathLabs,health_fitness,4964.14,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1090,72.8438
TXN100039,2024-02-19 20:45:25,Jio Fiber,home_utilities,2290.89,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0929,72.9001
TXN100388,2024-02-20 20:13:11,IRCTC Express,travel,605.69,Aarav,Sharma,M,Ahmedabad,Gujarat,Software Engineer,0,22.9840,72.5717
TXN100003,2024-02-21 02:47:51,1mg Healthcare,health_fitness,3280.20,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0937,72.8542
TXN100271,2024-02-21 13:26:46,Ola Cabs,travel,5805.44,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0548,72.8453
TXN100377,2024-02-22 18:41:23,Apollo Pharmacy,health_fitness,3487.91,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1061,72.8570
TXN100386,2024-02-23 08:49:08,MakeMyTrip,travel,3192.84,Aarav,Sharma,M,Pune,Maharashtra,Software Engineer,0,18.4867,73.8857
TXN100004,2024-02-23 13:24:59,Dr Lal PathLabs,health_fitness,1136.29,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1077,72.8617
TXN100193,2024-02-24 03:07:02,Jio Fiber,home_utilities,3329.25,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0571,72.9139
TXN100537,2024-02-24 03:51:16,Amazon India,shopping_net,8059.45,Aarav,Sharma,M,Delhi,Delhi,Software Engineer,0,28.6692,77.0969
TXN100462,2024-02-24 09:42:45,Reliance Fresh,grocery_pos,4673.87,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5644,88.3505
TXN100522,2024-02-24 16:28:08,Cafe Coffee Day,food_dining,515.11,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0628,72.8903
TXN100601,2024-02-24 22:43:02,Ola Cabs,travel,7851.21,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0849,72.8613
TXN100289,2024-02-24 23:22:28,Jio Fiber,home_utilities,1686.81,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0723,72.8651
TXN100511,2024-02-25 04:10:32,Cafe Coffee Day,food_dining,890.20,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0409,72.8391
TXN100056,2024-02-25 11:05:56,BigBasket,grocery_pos,3151.11,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0659,72.8452
TXN100146,2024-02-26 23:10:43,BookMyShow,entertainment,607.38,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1047,72.8846
TXN100350,2024-02-27 09:00:16,RedBus,travel,7411.37,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0583,72.9135
TXN100622,2024-02-28 05:24:39,Cafe Coffee Day,food_dining,1568.90,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0883,72.8457
TXN100373,2024-02-28 08:24:31,Amazon India,shopping_net,14188.44,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0943,72.8427
TXN100374,2024-02-28 13:31:47,Zomato,food_dining,1695.64,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0601,72.8648
TXN100319,2024-02-28 13:51:14,Myntra,shopping_net,1359.62,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0472,72.8615
TXN100597,2024-02-28 14:10:11,Nature Basket,grocery_pos,2575.15,Aarav,Sharma,M,Kochi,Kerala,Software Engineer,0,9.9649,76.2382
TXN100195,2024-02-29 12:31:30,Dominos Pizza,food_dining,1562.88,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0974,72.8809
TXN100274,2024-02-29 12:32:27,Apollo Pharmacy,health_fitness,4287.75,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.3626,78.4635
TXN100030,2024-02-29 16:24:13,Reliance Fresh,grocery_pos,4181.49,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0766,72.8755
TXN100485,2024-03-01 02:48:37,Ajio,shopping_net,7789.53,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0703,72.8787
TXN100384,2024-03-01 07:57:24,Reliance Fresh,grocery_pos,1627.76,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0850,72.9072
TXN100424,2024-03-01 10:03:31,McDonalds India,food_dining,2229.77,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0778,72.8854
TXN100469,2024-03-01 11:40:46,IndiGo Airlines,travel,6214.87,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0591,72.8720
TXN100630,2024-03-02 15:07:42,Disney+ Hotstar,entertainment,441.67,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5670,88.3479
TXN100635,2024-03-02 23:44:54,IRCTC Express,travel,2060.50,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0898,72.9054
TXN100551,2024-03-03 05:43:02,Cafe Coffee Day,food_dining,577.36,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.4201,78.4469
TXN100554,2024-03-03 19:55:14,Apollo Pharmacy,health_fitness,3633.24,Aarav,Sharma,M,Chennai,Tamil Nadu,Software Engineer,0,13.0549,80.2915
TXN100583,2024-03-03 21:10:42,MakeMyTrip,travel,1754.26,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0521,72.8882
TXN100610,2024-03-04 10:26:52,Cult.fit,health_fitness,592.99,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0462,72.9044
TXN100426,2024-03-04 23:53:46,Croma Online,shopping_net,2367.88,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0535,72.8471
TXN100256,2024-03-05 00:28:26,Dr Lal PathLabs,health_fitness,477.34,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5625,88.3380
TXN100565,2024-03-05 12:41:32,More Retail,grocery_pos,975.20,Aarav,Sharma,M,Jaipur,Rajasthan,Software Engineer,0,26.8868,75.7646
TXN100520,2024-03-05 19:04:31,BSES Yamuna,home_utilities,4817.52,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0613,72.8760
TXN100084,2024-03-06 05:37:58,Airtel Broadband,home_utilities,823.74,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0630,72.8888
TXN100310,2024-03-06 17:53:48,1mg Healthcare,health_fitness,6104.68,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0770,72.8700
TXN100518,2024-03-07 00:37:08,Uber India,travel,3113.15,Aarav,Sharma,M,Bengaluru,Karnataka,Software Engineer,0,12.9956,77.5903
TXN100547,2024-03-07 04:54:18,Cafe Coffee Day,food_dining,1594.51,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0760,72.8961
TXN100475,2024-03-08 00:06:12,Flipkart,shopping_net,2615.56,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0451,72.8513
TXN100109,2024-03-09 19:38:08,Ajio,shopping_net,2516.91,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0899,72.8642
TXN100255,2024-03-10 18:59:33,Myntra,shopping_net,10579.46,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0554,72.8503
TXN100247,2024-03-11 18:17:43,Flipkart,shopping_net,8690.46,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0877,72.8721
TXN100222,2024-03-11 22:42:27,Spencer Retail,grocery_pos,576.30,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0508,72.8758
TXN100359,2024-03-11 22:58:27,Zomato,food_dining,436.28,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1153,72.9108
TXN100260,2024-03-12 09:38:37,BSES Yamuna,home_utilities,1103.91,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0722,72.8849
TXN100242,2024-03-13 02:21:45,Uber India,travel,1048.13,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0969,72.8571
TXN100024,2024-03-13 02:33:44,Dr Lal PathLabs,health_fitness,4309.02,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0789,72.9030
TXN100151,2024-03-15 01:12:08,Airtel Broadband,home_utilities,1395.13,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0873,72.8617
TXN100011,2024-03-15 07:54:50,Netflix India,entertainment,662.03,Aarav,Sharma,M,Jaipur,Rajasthan,Software Engineer,0,26.9089,75.7990
TXN100104,2024-03-16 00:34:45,Apollo Pharmacy,health_fitness,3107.30,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0377,72.8948
TXN100196,2024-03-16 05:39:16,Swiggy,food_dining,786.52,Aarav,Sharma,M,Chennai,Tamil Nadu,Software Engineer,0,13.1061,80.2765
TXN100186,2024-03-16 11:30:50,Dr Lal PathLabs,health_fitness,2808.09,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0360,72.8817
TXN100131,2024-03-18 12:30:34,Jio Fiber,home_utilities,4998.18,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0925,72.8747
TXN100102,2024-03-20 02:25:37,IndiGo Airlines,travel,387.52,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0651,72.9103
TXN100285,2024-03-20 12:15:40,Cult.fit,health_fitness,4052.29,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0688,72.8628
TXN100577,2024-03-21 13:08:09,BSES Yamuna,home_utilities,808.12,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0448,72.8435
TXN100409,2024-03-22 17:00:52,IRCTC Express,travel,2819.22,Aarav,Sharma,M,Kochi,Kerala,Software Engineer,0,9.9158,76.2799
TXN100049,2024-03-23 10:02:18,Nature Basket,grocery_pos,2999.05,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0485,72.8857
TXN100621,2024-03-25 03:48:57,BigBasket,grocery_pos,651.83,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0724,72.8813
TXN100618,2024-03-26 00:17:49,PVR Cinemas,entertainment,940.69,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0807,72.9086
TXN100068,2024-03-26 13:49:51,Jio Fiber,home_utilities,1771.09,Aarav,Sharma,M,Kochi,Kerala,Software Engineer,0,9.9171,76.2750
TXN100005,2024-03-26 22:18:47,Cult.fit,health_fitness,3135.31,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0726,72.9006
TXN100276,2024-03-27 02:20:57,Urban Company Home Care,home_utilities,1901.48,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.3521,78.4811
TXN100504,2024-03-27 23:55:44,Disney+ Hotstar,entertainment,408.21,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0762,72.8635
TXN100013,2024-03-28 15:06:20,Dr Lal PathLabs,health_fitness,2963.00,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0523,72.9112
TXN100085,2024-03-29 05:33:49,Tata CLiQ,shopping_net,9445.59,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0364,72.8471
TXN100142,2024-03-31 10:05:09,Cafe Coffee Day,food_dining,610.81,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0957,72.9057
TXN100580,2024-03-31 11:49:58,Dominos Pizza,food_dining,586.69,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0752,72.8874
TXN100510,2024-03-31 22:33:28,Fastag Toll,travel,1229.86,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1054,72.8804
TXN100223,2024-04-01 16:25:25,Apollo Pharmacy,health_fitness,4269.20,Aarav,Sharma,M,Jaipur,Rajasthan,Software Engineer,0,26.9001,75.7723
TXN100382,2024-04-01 19:45:25,Zomato,food_dining,2319.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1136,72.8856
